Measurement date,km [10^5] SW,Wheelset,Axle No,Wheel No,Height (sH)  (Left),Thickness (sD)  (Left),Gradient (qR)  (Left),Angle (A)  (Left),Wear (Wt)  (Left),Wear (Wf)  (Left),Wear (Wr)  (Left),Hollow (Hl)  (Left),DELTA At [mm],ao [mm] LCC_VG,Tes [mm/10^5 km],Trt [mm/10^5 km],Tdt [mm/10^5 km]
2019-05-06,2.27115,1,1,R,29.9,32.67,0.04,0,2,1.41,2.51,0.28,5.78,27.91,0.880611144,2.544966207,3.425577351
2019-05-06,2.27115,2,2,R,30.02,33.24,0.05,0,2.12,0.84,3.18,0.54,5.91,27.91,0.933447813,2.602205931,3.535653744
2019-05-06,2.27115,3,3,R,30.59,33.6,0.25,0,2.69,0.48,1.5,0.24,1.55,27.91,1.184421989,0.682473637,1.866895626
2019-05-06,2.27115,4,4,R,30.35,32.9,0.08,0,2.44,1.18,2.92,0.47,5.05,27.91,1.074345596,2.223543139,3.297888735
2019-05-06,2.27115,4,4,L,30.03,30.85,0.09,0,2.13,3.22,4.04,0.13,9.55,27.91,0.937850869,4.204918213,5.142769082
2019-05-06,2.27115,3,3,L,30.34,32.49,0.12,0,2.44,1.59,3.18,0.49,6.2,27.91,1.074345596,2.729894547,3.804240143
2019-05-06,2.27115,2,2,L,30,33.34,0.06,0,2.1,0.74,1.95,0.26,3.42,27.91,0.924641701,1.505845056,2.430486758
2019-05-06,2.27115,1,1,L,29.95,32.43,0.05,0,2.04,1.65,3.49,0.48,8.02,27.91,0.898223367,3.531250688,4.429474055
2019-05-06,3.12629,1,1,R,31.07,33.01,0.22,0,3.17,1.07,2.98,0.28,4.42,27.91,1.013981428,1.413816377,2.427797805
2019-05-06,3.12629,2,2,R,32.5,30.98,0.76,0,4.6,3.1,5.55,0.29,9.69,27.91,1.471392609,3.099520518,4.570913127
2019-05-06,3.12629,3,3,R,31.25,32.09,0.39,0,3.35,1.99,3.42,0.23,6.08,27.91,1.071557661,1.944797188,3.016354849
2019-05-06,3.12629,4,4,R,32.81,32.03,0.76,0,4.91,2.05,4.62,0.48,7.28,27.91,1.570551676,2.328638738,3.899190414
2019-05-06,3.12629,4,4,L,31.33,33.61,0.29,0,3.42,0.47,2.23,0.41,2.55,27.91,1.093948418,0.815663294,1.909611712
2019-05-06,3.12629,3,3,L,30.6,33.74,0.21,0,2.69,0.34,1.48,0.25,1.41,27.91,0.860444808,0.451013821,1.31145863
2019-05-06,3.12629,2,2,L,31.37,32.71,0.33,0,3.47,1.37,2.74,0.45,4.91,27.91,1.109941816,1.570551676,2.680493492
2019-05-06,3.12629,1,1,L,30.63,33.06,0.23,0,2.73,1.02,2.54,0.36,4.53,27.91,0.873239527,1.449001852,2.322241379
2019-05-07,1.70347,1,1,R,29.06,32.39,-0.12,0,1.15,1.69,2.23,0.54,6.23,27.91,0.675092605,3.657240808,4.332333414
2019-05-07,1.70347,2,2,R,29.43,32.62,-0.03,0,1.52,1.46,2.34,0.45,5.33,27.91,0.892296313,3.128907465,4.021203778
2019-05-07,1.70347,3,3,R,29.47,32.6,-0.02,0,1.56,1.48,2.36,0.52,5.53,27.91,0.915777795,3.246314875,4.16209267
2019-05-07,1.70347,4,4,R,29.33,32.45,-0.04,0,1.42,1.62,2.37,0.38,6.1,27.91,0.833592608,3.580925992,4.4145186
2019-05-07,1.70347,4,4,L,29.67,32.83,0.03,0,1.76,1.25,2.24,0.46,4.54,27.91,1.033185204,2.665148198,3.698333402
2019-05-07,1.70347,3,3,L,29.36,32.87,-0.05,0,1.45,1.21,1.99,0.5,4.91,27.91,0.851203719,2.882351905,3.733555625
2019-05-07,1.70347,2,2,L,29.18,31.81,-0.11,0,1.27,2.26,2.71,0.61,7.5,27.91,0.745537051,4.402777859,5.14831491
2019-05-07,1.70347,1,1,L,29.21,32.41,-0.11,0,1.31,1.67,2.17,0.43,5.72,27.91,0.769018533,3.357851914,4.126870447
2019-05-07,0.87849,1,1,R,28.42,31.35,-0.27,0,0.52,2.73,2.78,0.61,8.63,27.91,0.59192478,9.823674715,10.41559949
2019-05-07,0.87849,2,2,R,28.49,32.29,-0.23,0,0.58,1.79,2.2,0.82,6.59,27.91,0.660223793,7.50150827,8.161732063
2019-05-07,0.87849,3,3,R,28.74,32.13,-0.18,0,0.84,1.95,2.49,0.66,7.07,27.91,0.956186183,8.047900375,9.004086558
2019-05-07,0.87849,4,4,R,28.45,29.33,-0.27,0,0.55,4.75,4.32,0.57,11.98,27.91,0.626074287,13.63703628,14.26311056
2019-05-07,0.87849,4,4,L,28.75,30.36,-0.24,0,0.84,3.72,3.6,0.67,10.26,27.91,0.956186183,11.67913124,12.63531742
2019-05-07,0.87849,3,3,L,28.78,32.21,-0.22,0,0.88,1.87,2.38,0.75,6.44,27.91,1.001718858,7.330760737,8.332479596
2019-05-07,0.87849,2,2,L,28.56,32.41,-0.26,0,0.66,1.66,1.98,0.7,5.89,27.91,0.751289144,6.704686451,7.455975594
2019-05-07,0.87849,1,1,L,28.36,31.41,-0.23,0,0.46,2.67,2.65,0.72,8.56,27.91,0.523625767,9.743992533,10.2676183
2019-05-07,3.54065,1,1,R,33.63,27.39,1.04,0,5.73,6.68,9.08,0.36,14.34,27.91,1.618346914,4.050103795,5.668450708
2019-05-07,3.54065,2,2,R,30.55,30.14,0.26,0,2.65,3.93,4.45,0.58,9.99,27.91,0.748450143,2.821515823,3.569965967
2019-05-07,3.54065,3,3,R,33.63,26.37,0.97,0,5.73,7.71,10.12,0.82,15.73,27.91,1.618346914,4.442687077,6.061033991
2019-05-07,3.54065,4,4,R,30.83,29.77,0.36,0,2.92,4.3,4.57,0.22,10.2,27.91,0.824707328,2.880826967,3.705534295
2019-05-07,3.54065,4,4,L,31.41,31.55,0.54,0,3.51,2.53,3.83,0.22,7.48,27.91,0.991343397,2.112606442,3.10394984
2019-05-07,3.54065,3,3,L,30.57,32.84,0.15,0,2.67,1.23,2.63,0.79,5.53,27.91,0.754098824,1.56186011,2.315958934
2019-05-07,3.54065,2,2,L,31.89,30.75,0.61,0,3.98,3.33,5.55,0.31,10.3,27.91,1.124087385,2.909070368,4.033157754
2019-05-07,3.54065,1,1,L,30.91,33.22,0.36,0,3.01,0.85,2.04,0.45,2.8,27.91,0.850126389,0.790815246,1.640941635
2019-05-08,0.20395,2,2,R,28.43,33.45,-0.29,0,0.53,0.63,1.22,1.13,2.47,27.91,2.598676146,12.11081147,14.70948762
2019-05-09,2.45633,1,1,R,30.63,32.92,0.32,0,2.72,1.16,2.33,0.53,3.91,27.91,1.107343069,1.591805661,2.69914873
2019-05-09,2.45633,2,2,R,30.48,33.28,0.23,0,2.58,0.8,2.09,0.59,2.91,27.91,1.05034747,1.184694239,2.235041709
2019-05-09,2.45633,3,3,R,30.53,32.92,0.26,0,2.63,1.16,2.28,0.27,4.03,27.91,1.070703041,1.640659032,2.711362073
2019-05-09,2.45633,4,4,R,30.55,33.18,0.27,0,2.65,0.9,2.17,0.22,3.26,27.91,1.078845269,1.327183237,2.406028506
2019-05-09,2.45633,4,4,L,30.4,33.18,0.21,0,2.49,0.9,2.22,0.37,3.57,27.91,1.013707442,1.453387778,2.467095219
2019-05-09,2.45633,3,3,L,30.46,32.81,0.28,0,2.55,1.27,2.34,0.34,4.32,27.91,1.038134127,1.758721344,2.796855471
2019-05-09,2.45633,2,2,L,30.8,32.94,0.32,0,2.9,1.14,2.45,0.36,3.84,27.91,1.180623125,1.563307862,2.743930986
2019-05-09,2.45633,1,1,L,30.27,32.46,0.22,0,2.37,1.62,2.6,0.38,7.88,27.91,0.964854071,3.208038008,4.172892079
2019-05-09,2.61202,1,1,R,30.34,30.99,0.21,0,2.44,3.09,3.71,0.36,8.57,27.91,0.934142924,3.280985597,4.215128521
2019-05-09,2.61202,2,2,R,30.32,32.75,0.18,0,2.41,1.33,2.39,0.44,4.72,27.91,0.92265756,1.807030574,2.729688134
2019-05-09,2.61202,3,3,R,30.28,31.55,0.17,0,2.37,2.53,3.27,0.24,7.54,27.91,0.907343742,2.886654773,3.793998515
2019-05-09,2.61202,4,4,R,30,32.14,0.13,0,2.09,1.94,2.67,0.45,6.13,27.91,0.800147013,2.346842673,3.146989686
2019-05-09,2.61202,4,4,L,30.66,32.38,0.45,0,2.76,1.7,3.11,0.49,5.67,27.91,1.056653471,2.170733762,3.227387233
2019-05-09,2.61202,3,3,L,30.45,31.59,0.28,0,2.55,2.49,3.35,0.49,7.56,27.91,0.976255925,2.894311682,3.870567607
2019-05-09,2.61202,2,2,L,30.31,32.46,0.21,0,2.41,1.62,2.74,0.17,5.63,27.91,0.92265756,2.155419943,3.078077503
2019-05-09,2.61202,1,1,L,30.15,30.98,0.16,0,2.25,3.09,3.4,0.21,8.5,27.91,0.861402286,3.254186415,4.115588701
2019-05-09,3.18516,1,1,R,31.36,32.63,0.39,0,3.46,1.45,5.17,0.15,6.25,27.91,1.086287659,1.962224818,3.048512477
2019-05-09,3.18516,2,2,R,30.8,32.54,0.37,0,2.9,1.54,2.58,0.36,4.89,27.91,0.910472315,1.535244697,2.445717013
2019-05-09,3.18516,3,3,R,31.52,33.98,0.56,0,3.61,0.1,1.42,0.26,0.34,27.91,1.133381055,0.10674503,1.240126085
2019-05-09,3.18516,4,4,R,30.71,33.77,0.26,0,2.81,0.31,1.59,0.36,1.26,27.91,0.882216278,0.395584523,1.277800801
2019-05-09,3.18516,4,4,L,31.25,33.02,0.5,0,3.35,1.06,3.3,0.3,4.93,27.91,1.051752502,1.547802936,2.599555438
2019-05-09,3.18516,3,3,L,30.73,32.68,0.32,0,2.82,1.4,2.7,0.21,5.11,27.91,0.885355838,1.604315011,2.489670849
2019-05-09,3.18516,2,2,L,30.58,32.28,0.27,0,2.67,1.79,2.87,0.26,6.05,27.91,0.838262442,1.899433623,2.737696066
2019-05-09,3.18516,1,1,L,30.54,32.02,0.26,0,2.63,2.06,3.13,0.32,6.73,27.91,0.825704203,2.112923684,2.938627887
2019-05-09,2.51701,1,1,R,30.45,31.98,0.24,0,2.55,2.09,3.28,0.49,6.86,27.91,1.013106821,2.725455997,3.738562819
2019-05-09,2.51701,2,2,R,30.15,33.06,0.17,0,2.25,1.02,2.05,0.37,3.58,27.91,0.893917783,1.422322518,2.316240301
2019-05-09,2.51701,3,3,R,30.03,32.3,0.15,0,2.12,1.78,2.6,0.13,5.9,27.91,0.8422692,2.344051076,3.186320277
2019-05-09,2.51701,4,4,R,29.97,32.22,0.1,0,2.07,1.86,2.63,0.14,6.2,27.91,0.822404361,2.463240114,3.285644475
2019-05-09,2.51701,4,4,L,30.24,32.71,0.22,0,2.34,1.37,2.48,0.4,4.52,27.91,0.929674495,1.795781503,2.725455997
2019-05-09,2.51701,3,3,L,29.87,33.75,0.09,0,1.96,0.32,1.47,0.27,1.66,27.91,0.778701714,0.659512676,1.438214389
2019-05-09,2.51701,2,2,L,30.07,32.39,0.1,0,2.17,1.69,2.99,0.4,6.18,27.91,0.86213404,2.455294178,3.317428218
2019-05-09,2.51701,1,1,L,29.9,33.31,0.08,0,2,0.77,1.8,0.32,2.65,27.91,0.794593585,1.0528365,1.847430086
2019-05-09,3.0564,1,1,R,31.7,32.7,0.62,0,3.79,1.37,3.24,0.25,4.51,27.91,1.24002094,1.4755922,2.71561314
2019-05-09,3.0564,2,2,R,30.21,32.69,0.12,0,2.3,1.39,2.4,0.36,4.78,27.91,0.752519304,1.563931423,2.316450726
2019-05-09,3.0564,3,3,R,31.37,33.58,0.49,0,3.46,0.5,2.07,0.2,1.97,27.91,1.132050779,0.644549143,1.776599921
2019-05-09,3.0564,4,4,R,31.08,32.73,0.37,0,3.17,1.35,2.47,0.28,4.3,27.91,1.03716791,1.406883916,2.444051826
2019-05-09,3.0564,4,4,L,31.41,32.85,0.52,0,3.51,1.22,2.75,0.22,4.11,27.91,1.148409894,1.344719278,2.493129172
2019-05-09,3.0564,3,3,L,31.79,33.22,0.6,0,3.89,0.85,2.9,0.21,2.96,27.91,1.27273917,0.968459626,2.241198796
2019-05-09,3.0564,2,2,L,30.05,32.26,0.11,0,2.14,1.82,2.54,0.32,5.88,27.91,0.700170135,1.923831959,2.624002094
2019-05-09,3.0564,1,1,L,31.15,33.48,0.47,0,3.24,0.6,2.03,0.23,2.05,27.91,1.060070671,0.670723727,1.730794399
2019-05-09,0.90831,1,1,R,28.93,32.29,-0.2,0,1.02,1.78,2.35,0.54,6.31,27.91,1.122964627,6.946967445,8.069932072
2019-05-09,0.90831,2,2,R,28.84,33.63,-0.19,0,0.94,0.45,1.36,0.68,2.1,27.91,1.03488897,2.311985996,3.346874966
2019-05-09,0.90831,3,3,R,29.14,31.33,-0.11,0,1.24,2.75,3.15,0.48,8.46,27.91,1.365172683,9.314000727,10.67917341
2019-05-09,0.90831,4,4,R,29.24,31.85,-0.09,0,1.34,2.22,3.15,0.5,8.36,27.91,1.475267255,9.203906155,10.67917341
2019-05-09,0.90831,4,4,L,29.38,33.79,-0.06,0,1.47,0.29,1.32,0.53,1.56,27.91,1.618390197,1.717475311,3.335865508
2019-05-09,0.90831,3,3,L,29.15,32.94,-0.07,0,1.24,1.14,2.07,0.6,4.66,27.91,1.365172683,5.13040702,6.495579703
2019-05-09,0.90831,2,2,L,29.04,31.27,-0.1,0,1.13,2.81,3.17,0.54,8.7,27.91,1.244068655,9.578227698,10.82229635
2019-05-09,0.90831,1,1,L,29.09,32.9,-0.09,0,1.18,1.18,2.15,0.51,4.74,27.91,1.299115941,5.218482677,6.517598617
2019-05-09,1.88639,1,1,R,29.78,32.76,0.07,0,1.88,1.31,2.25,0.32,4.86,27.91,0.996612577,2.576349535,3.572962113
2019-05-09,1.88639,2,2,R,30.05,32.15,0.12,0,2.15,1.92,2.76,0.25,6.34,27.91,1.139743107,3.360916884,4.500659991
2019-05-09,1.88639,3,3,R,29.83,31.83,0.07,0,1.93,2.25,3.04,0.28,7.24,27.91,1.023118231,3.838018649,4.86113688
2019-05-09,1.88639,4,4,R,30.11,32.63,0.1,0,2.2,1.45,2.59,0.24,5.38,27.91,1.166248761,2.852008333,4.018257094
2019-05-09,1.88639,4,4,L,30.5,32.52,0.41,0,2.6,1.56,3.12,0.31,5.86,27.91,1.37829399,3.106462608,4.484756599
2019-05-09,1.88639,3,3,L,29.87,32.87,0.08,0,1.97,1.21,2.14,0.24,4.07,27.91,1.044322754,2.157560208,3.201882962
2019-05-09,1.88639,2,2,L,29.88,31.38,0.1,0,1.97,2.7,3.34,0.32,8.04,27.91,1.044322754,4.262109108,5.306431862
2019-05-09,1.88639,1,1,L,30.1,32.56,0.15,0,2.2,1.52,2.42,0.17,4.56,27.91,1.166248761,2.417315613,3.583564374
2019-05-09,2.70376,1,1,R,31.22,32.8,0.51,0,3.32,1.28,2.65,0.26,4.24,27.91,1.227919638,1.568186525,2.796106163
2019-05-09,2.70376,2,2,R,30.47,32.17,0.24,0,2.57,1.91,2.93,0.16,6.24,27.91,0.950528153,2.307897151,3.258425304
2019-05-09,2.70376,3,3,R,30.48,32.49,0.25,0,2.58,1.58,2.68,0.15,5.29,27.91,0.954226707,1.956534604,2.91076131
2019-05-09,2.70376,4,4,R,30.23,32.85,0.21,0,2.33,1.23,2.47,0.33,4.9,27.91,0.861762878,1.812291032,2.67405391
2019-05-09,2.70376,4,4,L,30.92,31.9,0.5,0,3.02,2.17,3.74,0.29,7.25,27.91,1.116963044,2.681451016,3.79841406
2019-05-09,2.70376,3,3,L,31.03,32.59,0.43,0,3.13,1.49,2.73,0.16,4.98,27.91,1.157647128,1.841879457,2.999526585
2019-05-09,2.70376,2,2,L,30.73,32.7,0.31,0,2.82,1.37,2.65,0.13,4.75,27.91,1.042991982,1.756812735,2.799804716
2019-05-09,2.70376,1,1,L,30.6,32.94,0.27,0,2.7,1.13,2.29,0.26,3.89,27.91,0.998609344,1.438737166,2.43734651
2019-05-09,2.32111,1,1,R,30.22,32.54,0.17,0,2.32,1.54,2.6,0.44,5.34,27.91,0.999521781,2.300623409,3.300145189
2019-05-09,2.32111,2,2,R,30.29,33.36,0.18,0,2.38,0.72,1.97,0.58,2.57,27.91,1.025371482,1.107228869,2.132600351
2019-05-09,2.32111,3,3,R,29.82,32.45,0.06,0,1.92,1.62,2.69,0.31,6.51,27.91,0.827190439,2.804692582,3.631883021
2019-05-09,2.32111,4,4,R,30.18,31.99,0.2,0,2.28,2.09,3.07,0.3,6.67,27.91,0.982288646,2.873625119,3.855913765
2019-05-09,2.32111,4,4,L,30,32.18,0.08,0,2.09,1.89,2.73,0.46,6.3,27.91,0.900431259,2.714218628,3.614649887
2019-05-09,2.32111,3,3,L,30.03,31.64,0.12,0,2.13,2.43,3.14,0.46,7.15,27.91,0.917664393,3.080422729,3.998087122
2019-05-09,2.32111,2,2,L,30.06,30.96,0.14,0,2.15,3.12,3.65,0.38,8.76,27.91,0.92628096,3.774056378,4.700337339
2019-05-09,2.32111,1,1,L,29.79,31.52,0.07,0,1.89,2.56,2.94,0.27,7.46,27.91,0.814265588,3.213979518,4.028245107
2019-05-09,0.25249,1,1,R,28.34,32.67,-0.38,0,0.43,1.4,1.91,0.98,5.34,27.91,1.703037744,21.14935245,22.85239019
2019-05-09,0.25249,2,2,R,28.23,32.46,-0.41,0,0.32,1.62,1.83,1.01,5.59,27.91,1.267376926,22.13949067,23.4068676
2019-05-09,0.25249,3,3,R,28.26,32.85,-0.28,0,0.35,1.23,1.6,0.96,4.75,27.91,1.386193513,18.81262624,20.19881976
2019-05-09,0.25249,4,4,R,28.31,32.5,-0.38,0,0.41,1.58,2.05,0.95,5.54,27.91,1.623826686,21.94146303,23.56528971
2019-05-09,0.25249,4,4,L,28.14,33.14,-0.27,0,0.23,0.93,1.7,0.98,4.58,27.91,0.910927165,18.13933225,19.05025942
2019-05-09,0.25249,3,3,L,28.36,32.55,-0.34,0,0.46,1.53,2.01,1.02,5.68,27.91,1.821854331,22.49594043,24.31779476
2019-05-09,0.25249,2,2,L,28.21,32.92,-0.42,0,0.31,1.16,1.65,0.99,4.03,27.91,1.227771397,15.96102816,17.18879956
2019-05-09,0.25249,1,1,L,28.43,32.79,-0.18,0,0.53,1.29,2.01,0.93,5.51,27.91,2.099093033,21.82264644,23.92173947
2019-05-09,7.46505,1,1,R,34.61,21.99,1.18,0,6.71,12.09,0,0.61,18.92,27.91,0.898855333,2.534477331,3.433332664
2019-05-09,7.46505,2,2,R,35.24,22.65,1.4,0,7.33,11.42,0,0.69,17.63,27.91,0.981909029,2.361672058,3.343581088
2019-05-09,7.46505,3,3,R,34.79,23.59,1.41,0,6.89,10.49,0,0.86,17.52,27.91,0.922967696,2.346936725,3.269904421
2019-05-09,7.46505,4,4,R,35.93,23.68,1.56,0,8.03,10.4,0,0.47,17,27.91,1.075679332,2.277278786,3.352958118
2019-05-09,7.46505,4,4,L,35.92,26.19,1.8,0,8.02,7.88,11.82,0.4,15.94,27.91,1.074339757,2.135283756,3.209623512
2019-05-09,7.46505,3,3,L,35.73,22.38,1.44,0,7.83,11.69,0,0.35,17.96,27.91,1.048887817,2.405878058,3.454765876
2019-05-09,7.46505,2,2,L,36.01,23.1,1.71,0,8.11,10.97,0,0.25,17.63,27.91,1.086395938,2.361672058,3.448067997
2019-05-09,7.46505,1,1,L,34.98,25.05,1.28,0,7.08,9.02,11.67,0.7,16.22,27.91,0.948419636,2.172791877,3.121211512
2019-05-09,2.67338,1,1,R,30.94,32.73,0.41,0,3.04,1.34,2.59,0.39,4.3,27.91,1.137137257,1.608450725,2.745587982
2019-05-09,2.67338,2,2,R,30.12,32.47,0.13,0,2.22,1.61,2.49,0.46,5.41,27.91,0.830409444,2.023655447,2.854064892
2019-05-09,2.67338,3,3,R,30.62,32.27,0.3,0,2.71,1.81,3.16,0.28,6.2,27.91,1.013698015,2.319161511,3.332859526
2019-05-09,2.67338,4,4,R,30.71,32.27,0.27,0,2.81,1.81,3.05,0.23,6.09,27.91,1.051103846,2.278015097,3.329118943
2019-05-09,2.67338,4,4,L,30.8,33.2,0.29,0,2.89,0.88,2.33,0.35,3.17,27.91,1.081028511,1.185764837,2.266793348
2019-05-09,2.67338,3,3,L,30.7,32.98,0.28,0,2.8,1.09,2.33,0.3,4.2,27.91,1.047363263,1.571044894,2.618408157
2019-05-09,2.67338,2,2,L,30.8,32.66,0.18,0,2.9,1.42,3.38,0.27,6.03,27.91,1.084769094,2.255571599,3.340340692
2019-05-09,2.67338,1,1,L,30.85,32.63,0.38,0,2.95,1.45,2.98,0.18,5.51,27.91,1.103472009,2.061061278,3.164533287
2019-05-09,1.07141,2,2,R,28.75,31.44,-0.24,0,0.84,2.64,3.02,0.74,9.19,27.91,0.78401359,8.57748201,9.361495599
2019-05-09,1.07141,3,3,R,28.97,32.18,-0.11,0,1.06,1.9,2.34,0.7,8.5,27.91,0.989350482,7.933470847,8.922821329
2019-05-09,1.07141,4,4,R,29.14,32.13,-0.1,0,1.23,1.95,2.67,0.61,6.72,27.91,1.148019899,6.272108717,7.420128616
2019-05-09,1.07141,4,4,L,29.28,32.61,-0.05,0,1.38,1.47,2.39,0.59,6.75,27.91,1.288022326,6.300109202,7.588131528
2019-05-09,1.07141,3,3,L,29.19,31.77,-0.09,0,1.29,2.31,2.94,0.77,5.36,27.91,1.20402087,5.002753381,6.206774251
2019-05-09,1.07141,2,2,L,29.14,33.49,-0.1,0,1.24,0.58,1.08,0.71,7.57,27.91,1.157353394,7.065455801,8.222809195
2019-05-09,1.07141,1,1,R,28.3,31.21,-0.17,0,0.4,2.86,2.99,0.69,2.03,27.91,0.373339805,1.894699508,2.268039313
2019-05-09,1.07141,1,1,L,29.06,31.41,-0.13,0,1.16,2.67,3.02,0.71,8.35,27.91,1.082685433,7.79346842,8.876153853
2019-05-09,2.94787,1,1,R,31.34,30.55,0.49,0,3.43,3.52,5.34,0.26,10.39,27.91,1.163551988,3.524578764,4.688130752
2019-05-09,2.94787,2,2,R,30.62,32.43,0.27,0,2.71,1.64,2.87,0.21,5.72,27.91,0.919307839,1.940384074,2.859691913
2019-05-09,2.94787,3,3,R,30.89,32.31,0.38,0,2.99,1.77,3.62,0.12,6.57,27.91,1.014291675,2.228727861,3.243019536
2019-05-09,2.94787,4,4,R,29.84,32.23,0.07,0,1.94,1.85,2.72,0.37,6.08,27.91,0.658102291,2.062506149,2.720608439
2019-05-09,2.94787,4,4,L,30.19,33.3,0.19,0,2.28,0.78,2.01,0.29,3.46,27.91,0.773439806,1.173728828,1.947168634
2019-05-09,2.94787,3,3,L,30.65,33.21,0.27,0,2.75,0.87,2.07,0.39,2.81,27.91,0.932876959,0.953230638,1.886107596
2019-05-09,2.94787,2,2,L,31.08,33.12,0.42,0,3.18,0.96,2.14,0.2,3.4,27.91,1.078744992,1.153375149,2.232120141
2019-05-09,2.94787,1,1,L,30.56,33.66,0.36,0,2.65,0.42,1.58,0.59,1.67,27.91,0.89895416,0.566510735,1.465464895
2019-05-09,2.97079,1,1,R,31.26,31.9,0.46,0,3.35,2.18,3.71,0.25,6.76,27.91,1.127646182,2.275489011,3.403135193
